,Num_features,Avg_score,Std_dev
0,1,0.1795195614179798,0.07692092866550891
1,2,0.2615828404816586,0.05644199693205806
2,3,0.3263035893818383,0.04552831836370258
3,4,0.3706112400073196,0.02982452250152632
4,5,0.41722623998073927,0.03242944850975776
5,6,0.4339404935310448,0.03472350415035466
6,7,0.44719331386241246,0.03789441486078621
7,8,0.4564358150726283,0.03729020791196366
8,9,0.45433221326284345,0.027893555417058888
9,10,0.45846143973485365,0.03279778087507406
10,11,0.4622164684311871,0.028248966005220495
11,12,0.46717992059281865,0.025924904652347848
12,13,0.4708639984938559,0.03279483349230544
13,14,0.4763660054093332,0.02885618652126094
14,15,0.48548938921823603,0.03248669569956758
15,16,0.48997766005833954,0.031389064652818266
16,17,0.491541413489842,0.03787464657625994
17,18,0.4980918658686363,0.03814186790831123
18,19,0.5003941693632965,0.038633429029859966
19,20,0.5099533996398671,0.024124424282458
20,21,0.5162627038357137,0.026553322764809553
21,22,0.5199556531852098,0.023381772211938996
22,23,0.5207547593146982,0.02738172928822692
23,24,0.5223630810504896,0.023099728588588497
24,25,0.5242677159209679,0.024533784820623464
25,26,0.5244661608173633,0.023981410538533667
26,27,0.5242738304750103,0.024287031098793255
27,28,0.5234777462703664,0.023819394792397783
28,29,0.5236857780374733,0.023902633584048264
29,30,0.5227986204719771,0.024926525478359947
30,31,0.5227986204719771,0.024926525478359947
31,32,0.5213442297101651,0.0243753593547385
32,33,0.5184575884675471,0.02542026473122699
33,34,0.5189927606106596,0.0234076452890039
34,35,0.5202021184947412,0.024958845292041208
35,36,0.5202021184947412,0.024958845292041208
36,37,0.5197571775146225,0.023950842280243696
37,38,0.5182060331328449,0.022764639976776226
38,39,0.5171174332346177,0.02482635667946048
39,40,0.5162956426599339,0.02654538626203731
40,41,0.5166450133805944,0.02370156400861359
41,42,0.5169507611374108,0.023894635563564793
42,43,0.5148472527508428,0.028094407086053208
43,44,0.514498992551399,0.027757188647493897
44,45,0.5152858482872891,0.0247028420427007
45,46,0.5143861325049732,0.02611906978192971
46,47,0.5138553359505735,0.025696268568842908
47,48,0.5144936021808981,0.022803742509360805
48,49,0.5142609835596136,0.02332078266437094
49,50,0.5142609835596136,0.02332078266437094
50,51,0.5129287328106681,0.024819309503870273
51,52,0.5136815153283631,0.02753966958342968
52,53,0.5127694670918318,0.02371492016106474
53,54,0.5140090611160832,0.023709911770155148
54,55,0.5150284236051432,0.023119098704629783
55,56,0.5159918787876758,0.022816735035785837
56,57,0.5131315616412844,0.029420985969920304
57,58,0.5158358225507934,0.02973470955677134
58,59,0.5167527058832865,0.030011100236914293
59,60,0.5150211057009751,0.029382205555245167
60,61,0.5139872762284408,0.029688878366616513
61,62,0.5136578850955656,0.03563676620641885
62,63,0.5163173101835421,0.03079309567352678
63,64,0.5150217268486343,0.033042803032506805
64,65,0.513415049570478,0.03605191640838626
65,66,0.5142700450092527,0.03292291128554384
66,67,0.5132979486011922,0.03498305468015873
67,68,0.51237092270852,0.03814897671438347
68,69,0.51237092270852,0.03814897671438347
69,70,0.5109300649328892,0.03442051168684077
70,71,0.5148675577181258,0.03413793090280592
71,72,0.5144170190287356,0.030459405494917605
72,73,0.5167187111906607,0.029246430026399442
73,74,0.5169114530701038,0.03155751891468579
74,75,0.5169114530701038,0.03155751891468579
75,76,0.5170740118606485,0.03199530868351528
76,77,0.5170740118606485,0.03199530868351528
77,78,0.5152565819909564,0.030944557419882213
78,79,0.5142731694182855,0.026914335965037176
79,80,0.5148153954234547,0.027203010511918844
80,81,0.51650931782879,0.028484375775295646
81,82,0.51650931782879,0.028484375775295646
82,83,0.5153666148033984,0.030957390948490312
83,84,0.5161932982268701,0.031620501976184545
84,85,0.515849749657716,0.032285831840849495
85,86,0.5151721491407414,0.03083876986066123
86,87,0.5137920427922389,0.027353289497618873
87,88,0.5116814735805076,0.026545452070072494
88,89,0.512909275641443,0.025733713918056917
89,90,0.5104572835905336,0.023817819866282883
90,91,0.5127561650204441,0.024093316061068085
91,92,0.5132714416636521,0.024734355644508276
92,93,0.5115520898867699,0.025334438076341705
93,94,0.5147822217722926,0.02299185299300635
94,95,0.5130433746752119,0.028921210239143492
95,96,0.5125929038350951,0.026728646466596485
96,97,0.5125440235951529,0.02670620173243564
97,98,0.5122304904767703,0.028353345965430227
98,99,0.5137344071632839,0.02798183422466795
99,100,0.5142137680180638,0.03167364457235762
